order_id,order_date,channel,platform,ad_assisted,attribution_type,product_id,product_name,category,unit_price,quantity,discount_rate,revenue,cogs,margin,device,region,customer_id,returned
O169077,2025-06-30,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,4,0.0,156.0,62.4,93.6,tablet,APAC,C77371,0
O169078,2025-06-30,social,YouTube,1,view,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,desktop,APAC,C73552,0
O169079,2025-06-30,social,Instagram,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,EU,C98251,0
O169080,2025-06-30,paid,GoogleAds,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,mobile,LATAM,C21178,0
O169081,2025-06-30,paid,GoogleAds,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,LATAM,C28046,0
O169082,2025-06-30,website,Organic,1,view,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,tablet,LATAM,C28665,0
O169083,2025-06-30,paid,GoogleAds,1,click,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,mobile,LATAM,C93080,0
O169084,2025-06-30,website,Organic,1,click,E130,USB-C Hub,Electronics,39.0,3,0.15,99.45,46.8,52.65,mobile,US,C39481,0
O169085,2025-06-30,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.15,109.65,77.4,32.25,mobile,EU,C40882,0
O169086,2025-06-30,social,YouTube,1,view,B430,Hair Oil,Beauty,19.0,3,0.0,57.0,29.07,27.93,mobile,US,C32823,0
O169087,2025-06-30,email,Mailchimp,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.1,22.5,11.5,11.0,mobile,EU,C75153,0
O169088,2025-06-30,email,Mailchimp,1,click,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,desktop,US,C83410,0
O169089,2025-06-30,social,YouTube,1,click,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,desktop,LATAM,C24510,0
O169090,2025-06-30,paid,GoogleAds,1,view,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,mobile,LATAM,C27710,0
O169091,2025-06-30,social,YouTube,1,click,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,tablet,EU,C67506,0
O169092,2025-06-30,social,YouTube,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,mobile,US,C86768,0
O169093,2025-06-30,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,desktop,EU,C43036,0
O169094,2025-06-30,website,Organic,0,organic,B400,Vitamin C Serum,Beauty,32.0,1,0.05,30.4,16.32,14.08,desktop,US,C13734,0
O169095,2025-06-30,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,4,0.0,76.0,38.76,37.24,tablet,EU,C59866,0
O169096,2025-06-30,paid,GoogleAds,1,view,B410,Moisturizer,Beauty,28.0,1,0.05,26.6,14.56,12.04,mobile,LATAM,C47878,0
O169097,2025-06-30,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,mobile,APAC,C34245,0
O169098,2025-06-30,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,LATAM,C84842,0
O169099,2025-06-30,social,YouTube,1,click,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,mobile,LATAM,C28599,0
O169100,2025-06-30,email,Mailchimp,1,view,E100,Wireless Earbuds,Electronics,79.0,1,0.0,0.0,46.61,-32.39,tablet,US,C43140,1
O169101,2025-06-30,social,YouTube,1,view,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,EU,C22371,0
O169102,2025-06-30,paid,GoogleAds,1,view,B420,SPF Sunscreen,Beauty,24.0,3,0.05,68.4,37.44,30.96,mobile,EU,C97609,0
O169103,2025-06-30,social,Instagram,1,view,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,US,C55977,0
O169104,2025-06-30,website,Organic,1,view,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,mobile,LATAM,C69958,0
O169105,2025-06-30,social,YouTube,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,LATAM,C43988,0
O169106,2025-06-30,social,Instagram,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,mobile,LATAM,C63123,0
O169107,2025-06-30,email,Mailchimp,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,tablet,US,C67081,0
O169108,2025-06-30,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,tablet,LATAM,C82914,0
O169109,2025-06-30,social,LinkedIn,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,APAC,C27781,0
O169110,2025-06-30,website,Organic,0,organic,A220,Hoodie,Apparel,55.0,3,0.0,165.0,92.4,72.6,tablet,US,C41944,0
O169111,2025-06-30,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,desktop,US,C45231,0
O169112,2025-06-30,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,tablet,APAC,C33788,0
O169113,2025-06-30,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,1,0.05,37.05,15.6,21.45,desktop,APAC,C14164,0
O169114,2025-06-30,paid,GoogleAds,1,view,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,US,C65751,0
O169115,2025-06-30,social,YouTube,1,click,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,mobile,EU,C84476,0
O169116,2025-06-30,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,tablet,LATAM,C75625,0
O169117,2025-06-30,website,Organic,0,organic,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,mobile,APAC,C96587,0
O169118,2025-06-30,social,LinkedIn,1,click,H330,Air Purifier,Home,129.0,3,0.15,328.95,232.2,96.75,tablet,EU,C15159,0
O169119,2025-06-30,social,YouTube,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,desktop,EU,C93985,0
O169120,2025-06-30,social,Instagram,1,click,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,desktop,EU,C44586,0
O169121,2025-06-30,website,Organic,0,organic,E100,Wireless Earbuds,Electronics,79.0,1,0.15,67.15,46.61,20.54,mobile,US,C29602,0
O169122,2025-06-30,social,YouTube,1,click,B400,Vitamin C Serum,Beauty,32.0,1,0.0,32.0,16.32,15.68,tablet,EU,C77541,0
O169123,2025-06-30,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,APAC,C62247,0
O169124,2025-06-30,social,LinkedIn,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,tablet,US,C28265,0
O169125,2025-06-30,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,tablet,APAC,C34108,0
O169126,2025-06-30,paid,GoogleAds,1,view,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,EU,C20131,0
O169127,2025-06-30,social,Instagram,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.1,21.6,12.48,9.12,mobile,EU,C81216,0
O169128,2025-06-30,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,tablet,LATAM,C97474,0
O169129,2025-06-30,social,Instagram,1,click,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,mobile,EU,C35442,0
O169130,2025-06-30,email,Mailchimp,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,tablet,LATAM,C38321,0
O169131,2025-06-30,website,Organic,0,organic,A230,Running Shoes,Apparel,95.0,4,0.0,380.0,155.8,224.2,tablet,EU,C88643,0
O169132,2025-06-30,social,YouTube,1,view,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,tablet,APAC,C87014,0
O169133,2025-06-30,social,Instagram,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,tablet,US,C59685,0
O169134,2025-06-30,email,Mailchimp,1,view,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,LATAM,C43775,0
O169135,2025-06-30,social,Instagram,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,mobile,APAC,C25545,0
O169136,2025-06-30,email,Mailchimp,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,tablet,LATAM,C63197,0
O169137,2025-06-30,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,tablet,APAC,C27680,0
O169138,2025-06-30,website,Organic,0,organic,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,mobile,APAC,C94021,0
O169139,2025-06-30,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,APAC,C11380,0
O169140,2025-06-30,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,mobile,LATAM,C56647,0
O169141,2025-06-30,website,Organic,0,organic,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,tablet,US,C66929,0
O169142,2025-06-30,social,LinkedIn,1,click,S510,Resistance Bands Set,Sports,22.0,1,0.0,22.0,8.14,13.86,desktop,APAC,C11917,0
O169143,2025-06-30,email,Mailchimp,1,click,H310,Weighted Blanket,Home,69.0,4,0.15,234.6,160.08,74.52,mobile,APAC,C23028,0
O169144,2025-06-30,social,Instagram,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,LATAM,C33119,0
O169145,2025-06-30,social,LinkedIn,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,mobile,APAC,C21693,0
O169146,2025-06-30,website,Organic,1,view,S500,Adjustable Dumbbells,Sports,199.0,4,0.0,796.0,398.0,398.0,desktop,US,C67299,0
O169147,2025-06-30,social,Instagram,1,view,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,mobile,LATAM,C43984,0
O169148,2025-06-30,social,YouTube,1,view,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,EU,C83050,0
O169149,2025-06-30,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,EU,C30648,0
O169150,2025-06-30,website,Organic,0,organic,E110,Smart Watch,Electronics,149.0,4,0.0,596.0,315.88,280.12,desktop,EU,C57449,0
O169151,2025-06-30,social,LinkedIn,1,click,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,mobile,APAC,C22692,0
O169152,2025-06-30,social,YouTube,1,click,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,LATAM,C55510,0
O169153,2025-06-30,social,Instagram,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,EU,C57255,0
O169154,2025-06-30,social,Instagram,1,click,B430,Hair Oil,Beauty,19.0,2,0.15,32.3,19.38,12.92,mobile,LATAM,C86768,0
O169155,2025-06-30,paid,GoogleAds,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,mobile,LATAM,C30466,0
O169156,2025-06-30,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,tablet,LATAM,C88013,0
O169157,2025-06-30,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,desktop,LATAM,C50173,0
O169158,2025-06-30,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,mobile,EU,C20781,0
O169159,2025-06-30,paid,GoogleAds,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,desktop,US,C37075,0
O169160,2025-06-30,social,Instagram,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,tablet,US,C30112,0
O169161,2025-06-30,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,desktop,APAC,C53031,0
O169162,2025-06-30,social,LinkedIn,1,click,A220,Hoodie,Apparel,55.0,4,0.0,220.0,123.2,96.8,desktop,EU,C35777,0
O169163,2025-06-30,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,tablet,APAC,C25005,0
O169164,2025-06-30,social,YouTube,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.15,84.15,40.59,43.56,mobile,LATAM,C20643,0
O169165,2025-06-30,paid,GoogleAds,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,desktop,EU,C62401,0
O169166,2025-06-30,social,LinkedIn,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,EU,C37081,0
O169167,2025-06-30,social,LinkedIn,1,view,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,desktop,LATAM,C50444,0
O169168,2025-06-30,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,2,0.0,398.0,199.0,199.0,mobile,EU,C25430,0
O169169,2025-06-30,email,Mailchimp,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,desktop,LATAM,C87132,0
O169170,2025-06-30,website,Organic,0,organic,S510,Resistance Bands Set,Sports,22.0,1,0.05,20.9,8.14,12.76,desktop,EU,C52053,0
O169171,2025-06-30,email,Mailchimp,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,mobile,LATAM,C38818,0
O169172,2025-06-30,website,Organic,0,organic,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,mobile,EU,C72598,0
O169173,2025-06-30,social,Instagram,1,click,S520,Foam Roller,Sports,18.0,1,0.05,17.1,8.46,8.64,mobile,LATAM,C22235,0
O169174,2025-06-30,social,Instagram,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,desktop,US,C52007,0
O169175,2025-06-30,email,Mailchimp,1,click,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,mobile,LATAM,C80720,0
O169176,2025-06-30,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,mobile,US,C97178,0
O169177,2025-06-30,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,desktop,APAC,C94221,0
O169178,2025-06-30,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,2,0.0,78.0,31.2,46.8,mobile,US,C69958,0
O169179,2025-06-30,website,Organic,0,organic,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,mobile,APAC,C18667,0
O169180,2025-06-30,social,Instagram,1,click,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,desktop,EU,C54576,0
O169181,2025-06-30,social,Instagram,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,LATAM,C25445,0
O169182,2025-06-30,social,Instagram,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,mobile,APAC,C86794,0
O169183,2025-06-30,social,LinkedIn,1,click,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,tablet,APAC,C60900,0
O169184,2025-06-30,social,LinkedIn,1,view,A200,Athletic T-Shirt,Apparel,25.0,4,0.0,100.0,46.0,54.0,mobile,LATAM,C18977,0
O169185,2025-06-30,social,YouTube,1,click,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,APAC,C89546,0
O169186,2025-06-30,social,Instagram,1,view,S520,Foam Roller,Sports,18.0,4,0.0,72.0,33.84,38.16,desktop,US,C43635,0
O169187,2025-06-30,website,Organic,1,click,A210,Yoga Pants,Apparel,45.0,2,0.0,90.0,42.3,47.7,desktop,US,C29277,0
O169188,2025-06-30,social,LinkedIn,1,view,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,EU,C11263,0
O169189,2025-06-30,email,Mailchimp,1,click,A200,Athletic T-Shirt,Apparel,25.0,4,0.0,100.0,46.0,54.0,mobile,APAC,C70282,0
O169190,2025-06-30,social,Instagram,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,0.0,12.48,-11.52,mobile,LATAM,C37645,1
O169191,2025-06-30,email,Mailchimp,1,click,B400,Vitamin C Serum,Beauty,32.0,1,0.0,32.0,16.32,15.68,desktop,LATAM,C62457,0
O169192,2025-06-30,email,Mailchimp,1,click,S510,Resistance Bands Set,Sports,22.0,1,0.0,22.0,8.14,13.86,tablet,LATAM,C84155,0
O169193,2025-06-30,social,YouTube,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,desktop,EU,C88141,0
O169194,2025-06-30,social,YouTube,1,view,A200,Athletic T-Shirt,Apparel,25.0,2,0.0,50.0,23.0,27.0,tablet,APAC,C25743,0
O169195,2025-06-30,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,tablet,US,C45769,0
O169196,2025-06-30,website,Organic,0,organic,H300,Aroma Diffuser,Home,29.0,4,0.0,116.0,48.72,67.28,desktop,US,C61724,0
O169197,2025-06-30,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,mobile,LATAM,C52794,0
O169198,2025-06-30,website,Organic,0,organic,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,mobile,US,C33129,0
O169199,2025-06-30,social,Instagram,1,click,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,desktop,APAC,C36350,0
O169200,2025-06-30,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,APAC,C80350,0
O169201,2025-06-30,social,YouTube,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,mobile,EU,C85287,0
O169202,2025-06-30,social,Instagram,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,EU,C80480,0
O169203,2025-06-30,website,Organic,0,organic,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,mobile,US,C18251,0
O169204,2025-06-30,social,Instagram,1,click,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,desktop,LATAM,C39896,0
O169205,2025-06-30,social,Instagram,1,click,H300,Aroma Diffuser,Home,29.0,4,0.0,116.0,48.72,67.28,mobile,APAC,C89468,0
O169206,2025-06-30,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,tablet,US,C75277,0
O169207,2025-06-30,website,Organic,1,view,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,desktop,LATAM,C66472,0
O169208,2025-06-30,social,YouTube,1,view,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,desktop,LATAM,C51761,0
O169209,2025-06-30,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,desktop,APAC,C50970,0
O169210,2025-06-30,website,Organic,0,organic,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,tablet,US,C98614,0
O169211,2025-06-30,website,Organic,1,view,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,tablet,EU,C89653,0
O169212,2025-06-30,social,Instagram,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,desktop,LATAM,C89941,0
O169213,2025-06-30,social,Instagram,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,mobile,EU,C80625,0
O169214,2025-06-30,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,2,0.0,38.0,19.38,18.62,desktop,LATAM,C31746,0
O169215,2025-06-30,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,1,0.1,62.1,40.02,22.08,desktop,EU,C93491,0
O169216,2025-07-01,social,YouTube,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,desktop,EU,C18674,0
O169217,2025-07-01,website,Organic,1,click,H300,Aroma Diffuser,Home,29.0,3,0.0,87.0,36.54,50.46,desktop,US,C27185,0
O169218,2025-07-01,email,Mailchimp,1,view,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,mobile,EU,C80788,0
O169219,2025-07-01,website,Organic,0,organic,E120,Bluetooth Speaker,Electronics,99.0,1,0.1,89.1,40.59,48.51,tablet,APAC,C72322,0
O169220,2025-07-01,website,Organic,0,organic,E100,Wireless Earbuds,Electronics,79.0,2,0.15,134.3,93.22,41.08,desktop,LATAM,C56318,0
O169221,2025-07-01,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,2,0.05,53.2,29.12,24.08,mobile,APAC,C73224,0
O169222,2025-07-01,social,YouTube,1,view,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,desktop,APAC,C86868,0
O169223,2025-07-01,website,Organic,0,organic,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,desktop,LATAM,C67032,0
O169224,2025-07-01,paid,GoogleAds,1,click,A200,Athletic T-Shirt,Apparel,25.0,2,0.1,45.0,23.0,22.0,tablet,EU,C41530,0
O169225,2025-07-01,email,Mailchimp,1,click,E130,USB-C Hub,Electronics,39.0,4,0.1,140.4,62.4,78.0,mobile,APAC,C77160,0
O169226,2025-07-01,social,YouTube,1,click,S530,Cycling Gloves,Sports,27.0,2,0.0,54.0,31.86,22.14,tablet,APAC,C73425,0
O169227,2025-07-01,paid,GoogleAds,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,tablet,APAC,C47383,0
O169228,2025-07-01,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.15,20.4,12.48,7.92,mobile,LATAM,C50965,0
O169229,2025-07-01,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,mobile,US,C91361,0
O169230,2025-07-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,EU,C51704,0
O169231,2025-07-01,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,desktop,EU,C25655,0
O169232,2025-07-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,LATAM,C89569,0
O169233,2025-07-01,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,tablet,US,C29712,0
O169234,2025-07-01,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,mobile,LATAM,C17014,0
O169235,2025-07-01,website,Organic,0,organic,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,desktop,US,C82193,0
O169236,2025-07-01,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.15,20.4,12.48,7.92,mobile,EU,C49256,0
O169237,2025-07-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,3,0.0,54.0,25.38,28.62,desktop,LATAM,C24501,0
O169238,2025-07-01,website,Organic,0,organic,A230,Running Shoes,Apparel,95.0,4,0.0,380.0,155.8,224.2,tablet,US,C21079,0
O169239,2025-07-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,APAC,C77412,0
O169240,2025-07-01,website,Organic,0,organic,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,tablet,LATAM,C69258,0
O169241,2025-07-01,website,Organic,0,organic,B400,Vitamin C Serum,Beauty,32.0,2,0.0,64.0,32.64,31.36,tablet,EU,C99423,0
O169242,2025-07-01,social,Instagram,1,click,E100,Wireless Earbuds,Electronics,79.0,1,0.1,71.1,46.61,24.49,desktop,EU,C57787,0
O169243,2025-07-01,paid,GoogleAds,1,view,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,desktop,APAC,C46588,0
O169244,2025-07-01,paid,GoogleAds,1,view,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,EU,C40686,0
O169245,2025-07-01,website,Organic,0,organic,S510,Resistance Bands Set,Sports,22.0,4,0.0,88.0,32.56,55.44,mobile,EU,C38530,0
O169246,2025-07-01,website,Organic,0,organic,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,desktop,EU,C40420,0
O169247,2025-07-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,tablet,APAC,C80842,0
O169248,2025-07-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,tablet,EU,C30155,0
O169249,2025-07-01,email,Mailchimp,1,view,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,US,C94522,0
O169250,2025-07-01,paid,GoogleAds,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,mobile,APAC,C61942,0
O169251,2025-07-01,email,Mailchimp,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,LATAM,C67586,0
O169252,2025-07-01,social,X,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,tablet,LATAM,C40508,0
O169253,2025-07-01,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,mobile,US,C31925,0
O169254,2025-07-01,social,Instagram,1,click,S520,Foam Roller,Sports,18.0,1,0.05,17.1,8.46,8.64,desktop,LATAM,C30119,0
O169255,2025-07-01,website,Organic,0,organic,B400,Vitamin C Serum,Beauty,32.0,1,0.0,32.0,16.32,15.68,tablet,LATAM,C25648,0
O169256,2025-07-01,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,mobile,US,C68698,0
O169257,2025-07-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.1,179.1,99.5,79.6,mobile,APAC,C73412,0
O169258,2025-07-01,paid,GoogleAds,1,click,S510,Resistance Bands Set,Sports,22.0,1,0.0,22.0,8.14,13.86,mobile,US,C70527,0
O169259,2025-07-01,social,Instagram,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,mobile,EU,C28685,0
O169260,2025-07-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,LATAM,C16632,0
O169261,2025-07-01,email,Mailchimp,1,view,S510,Resistance Bands Set,Sports,22.0,3,0.0,66.0,24.42,41.58,tablet,US,C21633,0
O169262,2025-07-01,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,mobile,APAC,C63404,0
O169263,2025-07-01,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,3,0.0,207.0,120.06,86.94,desktop,EU,C95977,0
